project,cve,cwe,hash
the-tcpdump-group/tcpdump,CVE-2017-13000,664,1fe6e66ecec3fb7a7cc729038012cbb264542331
the-tcpdump-group/tcpdump,CVE-2017-13000,664,f5f7f4a343bb54cee09ac707f59dd24eb24f89fd
the-tcpdump-group/tcpdump,CVE-2017-13000,664,d6c865b1443d3e904cd0225ebd2883b034c5a782
the-tcpdump-group/tcpdump,CVE-2017-13000,664,1ace87d57b1e855f4df21a20ff1a819e148b6030
the-tcpdump-group/tcpdump,CVE-2017-13000,664,fffd9b826e05972150133a98ad92549a2706abbd
the-tcpdump-group/tcpdump,CVE-2017-12994,664,e4c03ecd3b5e27294f38363caf064453740453a9
the-tcpdump-group/tcpdump,CVE-2017-12994,664,ab941c35f9a151a4b2d01816e05518014381d63d
the-tcpdump-group/tcpdump,CVE-2017-13027,664,1ac500998736cb4282610d331453b7376bfd6cb5
the-tcpdump-group/tcpdump,CVE-2017-13687,664,ce1fc8263da72437c1df54b8b3ee682413d9e6ed
the-tcpdump-group/tcpdump,CVE-2017-13687,664,176a3e498602351ae25833cf7456c1e30f7f59ae
the-tcpdump-group/tcpdump,CVE-2015-3138,707,3a3ec26085461998074b827b112d38e8f3246a86
the-tcpdump-group/tcpdump,CVE-2017-12986,664,dbddfda2c806a98b1fc8fd86cc3c34a4f9915d70
the-tcpdump-group/tcpdump,CVE-2017-12894,664,e6857f421dce0bfb2af61bc81815f14d0be6e818
the-tcpdump-group/tcpdump,CVE-2017-12894,664,f6d19bd32a9c80a1e5a176b9b480708486758e65
the-tcpdump-group/tcpdump,CVE-2017-12894,664,4e25f49680e96da86840ecf9b65c724edfdf4e20
the-tcpdump-group/tcpdump,CVE-2017-12894,664,6457f82aaa95e042eb5cf99e3fd6f518e36f28bd
the-tcpdump-group/tcpdump,CVE-2017-12894,664,06cfebcb4e953fdbf857f7782dfb74e01881b7b3
the-tcpdump-group/tcpdump,CVE-2017-12894,664,ae68164cc68a352ca4ba7323dd6b3bf547bf5ab5
the-tcpdump-group/tcpdump,CVE-2017-13026,664,8a47f3a757e82ff35a1031f14f149f89c08226cc
the-tcpdump-group/tcpdump,CVE-2017-13026,664,660d76acd5d977742f568087c3aeb2265349baf9
the-tcpdump-group/tcpdump,CVE-2017-13031,664,374aad6c0ea6d12ac4316ead82bb78fc3ff5e05d
the-tcpdump-group/tcpdump,CVE-2017-13040,664,1ea8a8c4a4f1140e775a6dd4384802aac7b6d622
the-tcpdump-group/tcpdump,CVE-2017-13040,664,3432f69892d872f2f46110774abc8cc676d9a533
the-tcpdump-group/tcpdump,CVE-2017-13040,664,578dd316f35322e88ead865af09a0d1540274cf9
the-tcpdump-group/tcpdump,CVE-2017-13051,664,d7d269e8c67b6e8262db27bb92ae524aa3c3f439
the-tcpdump-group/tcpdump,CVE-2017-13007,664,27e3b039e6d71eb3d04e8e9ea81bd98131a812e7
the-tcpdump-group/tcpdump,CVE-2017-12996,664,b3794ce8b7fa7d19fe5fcec5acbe85a800417a91
the-tcpdump-group/tcpdump,CVE-2017-13050,664,4e0187006366b895c525f88f205ae77b53722a7c
the-tcpdump-group/tcpdump,CVE-2017-13050,664,1b1522840f21801737b0e33ff8663825c10e87f9
the-tcpdump-group/tcpdump,CVE-2017-13050,664,fb6e5377f392555b8c725f66b8b701f0061a3695
the-tcpdump-group/tcpdump,CVE-2017-13050,664,85a2dd977cad3e21b475abbedeb795989207b8db
the-tcpdump-group/tcpdump,CVE-2017-13050,664,917f5f341f4901bde415293be911903362c1fbfe
the-tcpdump-group/tcpdump,CVE-2017-12893,664,fb298cf2dd1b14c3857c42ab0e26d883fe4a6f4c
the-tcpdump-group/tcpdump,CVE-2017-12897,664,857ec6e800ec772f5a6b9f76268d189d70f000b6
the-tcpdump-group/tcpdump,CVE-2017-12897,664,be8e9c9deab085cbd32dc6fcfa400c483179ed7e
the-tcpdump-group/tcpdump,CVE-2017-12897,664,a7be3fdba438f8ea80586d2a00b23fb9a96d602c
the-tcpdump-group/tcpdump,CVE-2017-12897,664,8be5413f3a168bd9913ac7ab348404f5af54dd42
the-tcpdump-group/tcpdump,CVE-2017-12897,664,bd00116d80c18b782f4cb15dfc90cd5bf993d4f5
the-tcpdump-group/tcpdump,CVE-2017-13011,664,7f17c777dc99c872529d665c4be22257c379513a
troglobit/ssdp-responder,CVE-2019-14323,682,c82ca705427d00cdb573674e5641b0f90b50829a
troglobit/ssdp-responder,CVE-2019-14323,682,bd8273fef9b1a02f6c8dccf1c3ed9a30a10ea37f
troglobit/ssdp-responder,CVE-2019-14323,682,57aecb1630c6689d4f0a52e14cadf12468b87c40
vadz/libtiff,CVE-2016-10271,664,6b6496bb513826866bfd5fdc71f81566b7e5e924
vadz/libtiff,CVE-2016-10270,664,d651abc097d91fac57f33b5f9447d0a9183f58e7
vadz/libtiff,CVE-2016-10270,664,8abfb62289fa8a1b6175255c9d271a7e38ce10e4
vadz/libtiff,CVE-2016-10270,664,e9eae841076d3f0c9ead2eda457fad0ac494ebbb
vadz/libtiff,CVE-2016-10270,664,9a429af8fc5f182a14add1aed014362205a11ecb
vadz/libtiff,CVE-2016-9533,664,cee4d331365cd921ce5c688a31e29bcf845dea05
vadz/libtiff,CVE-2016-9533,664,c36d2d995675bbcaed317651dbb0e4a0ef7bc947
vadz/libtiff,CVE-2016-9533,664,f44135e22430b4ae59a44ef6dc4c3def2a169060
vadz/libtiff,CVE-2016-9533,664,99bd077d112596d12aef7b94cb898c79e2235e39
vadz/libtiff,CVE-2016-9535,664,f72f5d182ce50dcab1e4a890b6479ac250e2fac8
vadz/libtiff,CVE-2016-9535,664,3ffdfc02985f2b633b1fe71dd685d1e5a0151a03
vadz/libtiff,CVE-2016-9535,664,318d435b110001cb69ca4fa1c3625cab89bd4e58
vadz/libtiff,CVE-2016-9535,664,382bcf6c733b1457eee8040cdff3d61d719d9e9c
vadz/libtiff,CVE-2016-9535,664,e4f2fb75411b2da3d9125cd214b53e488abe583a
vadz/libtiff,CVE-2016-9535,664,7718dd67f2ac6e5a0761ab165de2f7146ea123b3
vadz/libtiff,CVE-2016-9535,664,3a53aeda63fe35b43882baa44ff93153192b55f0
vadz/libtiff,CVE-2016-9535,664,3ca657a8793dd011bf869695d72ad31c779c3cc1
vadz/libtiff,CVE-2016-9538,682,3791be834dfba9797700e6f86a864758d2ab82c0
vadz/libtiff,CVE-2016-9538,682,ffafb9831860f866c28333d75a993538197da9c3
vadz/libtiff,CVE-2016-10267,682,05709700374b6837da94b76c08d12c1f01cba383
vadz/libtiff,CVE-2016-10267,682,e54bb0c2eab07c494abf2290add28bca0653fd1b
vadz/libtiff,CVE-2016-10267,682,e86ab5116317419b340d65176df90929bf60e983
vadz/libtiff,CVE-2017-5225,664,43c0b81a818640429317c80fea1e66771e85024b
vadz/libtiff,CVE-2015-8784,664,662f74445b2fea2eeb759c6524661118aef567ca
vadz/libtiff,CVE-2015-8784,664,6a836be66e9ffa5a7a0631d5473423e26b87ca29
vadz/libtiff,CVE-2014-8130,682,7608943740bfd2327c8e918379ac6ae835a59e41
verdammelt/tnef,CVE-2017-6308,682,2cbea2e5e494e5067f3d798673a524d5be2b6fc7
verdammelt/tnef,CVE-2017-6308,682,c8bbb67bb1fbb34fa80b657333c0846bd0d6dc41
verdammelt/tnef,CVE-2017-6308,682,3bf66a203d96d3d6c2616ac08c74ef60465488e0
verdammelt/tnef,CVE-2017-6308,682,cb24206c025c1d0b463ed33479293ff03e8c99ba
verdammelt/tnef,CVE-2017-6310,664,dd152f348fedc55f67e51802bc9b917471bf4abb
verdammelt/tnef,CVE-2017-6310,664,a651790b74b4489e4744cd2ea11c3c6ac1c02e13
verdammelt/tnef,CVE-2017-6310,664,ff799eaac8daaf598af32775cd93a5fd002f58dc
verdammelt/tnef,CVE-2017-6310,664,a025f0a05b14f8063f4be596de2e5ed89902768f
vincentbernat/lldpd,CVE-2015-8012,691,6f8925bed5a1d203a925a68fc872bfa75dcb929b
vincentbernat/lldpd,CVE-2015-8012,691,e6b36c8751d167352fb16cf0d00fe6d4c19b07c1
weidai11/cryptopp,CVE-2017-9434,664,9b383e8a07ca323d95f1bd378698d1f2e2c37db9
weidai11/cryptopp,CVE-2017-9434,664,151ec518e8fe5341c916af070079597d17f960a6
weidai11/cryptopp,CVE-2017-9434,664,374b8a419f69291ebc13302aa10bc773194129e4
weidai11/cryptopp,CVE-2015-2141,664,837bc18cba61043c59a6f46654fba82642592601
wolfssl/wolfssl,CVE-2018-12436,664,5180cf4cce6dde46237b9b6f62eb266049caa822
wolfssl/wolfssl,CVE-2018-12436,664,68439d431759a379bdf77f4791e88f9e6bd125bb
wolfssl/wolfssl,CVE-2018-12436,664,6cc1fd293e70023460fbb28bb97457e1ba488442
wolfssl/wolfssl,CVE-2018-12436,664,f1ead309872c7f919bc1386d51f054a9d2644479
wolfssl/wolfssl,CVE-2018-12436,664,7a1acc7e569df0c1954f6e958218aaf1a876c3ac
wolfssl/wolfssl,CVE-2019-19962,693,6372c3d6e110a1fbdb277c0d045e367785575bff
wolfssl/wolfssl,CVE-2019-19962,693,fc02003f7654bb9e7880d8946f217fae054b3d0b
wolfssl/wolfssl,CVE-2019-19962,693,b870bad63ea390f024c3cb0eecb60c3c30b5c345
wolfssl/wolfssl,CVE-2019-19962,693,f692c8cefb850557bb635a891c57d1d878234396
wolfssl/wolfssl,CVE-2020-11735,693,e6c22fbd85e4cb78cdd290d10f5359bc5a08874b
wolfssl/wolfssl,CVE-2020-11735,693,a3a4f2d59cb9f36d56abdb88732382af98a5cd62
wolfssl/wolfssl,CVE-2020-11735,693,71f4d546a8131a83e5e441b24b2c7bff646ef359
wolfssl/wolfssl,CVE-2020-11735,693,90f8f67982df37ac0f415b065cee452977fa01c5
wolfssl/wolfssl,CVE-2020-11735,693,5703e5eadbbfab8d86167c9e56c02f46f601d62b
wolfssl/wolfssl,CVE-2020-11735,693,a5529b124db0de6ce3257f66180e93297ed925c5
yarolig/didiwiki,CVE-2013-7448,664,ea01d16c94d75661c75c199b97686bf8231488b4
yoe/nbd,CVE-2011-0530,664,501f9a21ebe15178f996e86d2c8fcf23e7b63aea
